cst,关键词翻译,AC推荐词,流量占比,流量词类型,预估周曝光量,相关产品,相关ASIN,ABA周排名,月搜索量,月购买量,购买率,展示量,点击量,SPR,标题密度,商品数,需供比,广告竞品数,点击集中度,前三ASIN转化总占比,PPC竞价,建议竞价范围,#1 前三ASIN,#1 点击共享,#1 转化共享,#2 前三ASIN,#2 点击共享,#2 转化共享,#3 前三ASIN,#3 点击共享,#3 转化共享,前十ASIN,matched_text
under shorts for men,男士短裤,,,自然搜索词,0,1,B0BFDSVMPF,"1,434,429",648,20,3.20%,"13,638",278,1,0,"4,642",0.1,8,14.60%,25.00%,$1.27 ,$1.00 - $1.42,B0874WPW59,6.30%,8.30%,B00HVX1NC8,4.20%,8.30%,B094JKXP76,4.20%,8.30%,"B094JNWX7S,B00O8MVKYG,B0874VJ7DF,B07PLD443Y,B01ES40B16,B086KKT21X,B01M26LQRN,B08GZL48D9,B0BWNHZCCR,B0CSS7DZ1G",Shorts
under exercise shorts for men,,,,自然搜索词,0,1,B0BFDSVMPF,,,,,,,,,0,,0,,,,-,,,,,,,,,,,Shorts
under armour workout shorts men,在盔甲下锻炼短裤男士,,,自然搜索词,0,3,B01AK7Y102/B09XQVCZ8B/B0C4GS3QJD,"1,132,031","1,245",139,11.24%,"35,357",516,4,0,756,1.7,19,18.60%,7.00%,$0.84 ,$0.66 - $1.32,B0C12XJ159,8.40%,3.50%,B0C12L95VD,5.50%,1.80%,B0C12S3M55,4.70%,1.80%,"B0C12XJ159,B07CZBPF1B,B089MQNZ41,B082BH9758,B08875T7XG,B093MJ3S5Z,B093LV4DT1,B09X6J9T51,B0872MJ9P8,B0874VJ7DF","Workout, Shorts, Under Armour"
under armour vanish shorts men,,,,自然搜索词,0,1,B09P3T8X61,,,,,,,,,99,,0,,,,-,,,,,,,,,,,"Shorts, Under Armour"
under armour tribase reign 5,,,,视频广告词,0,1,B0BFDTMBGP,"2,069,487",,,,,,,,0,,0,,,,-,,,,,,,,,,,Under Armour
under armour speedpocket shorts,under armour speedpocket短裤,,,自然搜索词,0,1,B09XQVCZ8B,"1,612,626",583,20,3.51%,"15,342",285,1,0,99,5.9,4,45.50%,33.30%,,-,B0CNGP8C4T,22.70%,33.30%,B0CT2QX1JQ,15.90%,0.00%,B089HBW26V,6.80%,0.00%,"B0CNGP8C4T,B089MMJ8DL,B08LPW9YG1,B0CPLYTKW7,B089HC84SM,B0CTKRN4H8,B089HBWHG2,B0C12P8YGH,B0CSYPGMF8,B09XQVCZ8B","Shorts, Under Armour"
under armour spandex men,,,,自然搜索词,0,1,B09P3T8X61,,,,,,,,,826,,8,,,,-,,,,,,,,,,,"Spandex, Under Armour"
under armour shorts mens,Under Armor 短裤男装,,,SP广告词,0,1,B0BFDSVMPF,"1,500,478","1,155",39,3.40%,"34,213",528,1,0,623,1.9,8,14.90%,12.50%,$1.16 ,$0.73 - $1.46,B093MH7CRF,6.00%,0.00%,B09WD3TM3D,4.50%,12.50%,B082BFSFP1,4.50%,0.00%,"B07CZBPF1B,B093MH7CRF,B082BFSFP1,B0C12XJ159,B0C12RDLCP,B093LW24H2,B07CZHT6VC,B0C13BX8CQ,B08R5KG7FL,B0C12L95VD","Shorts, Under Armour"
under armour shorts for men pockets,,,,自然搜索词,0,3,B01AK7Y102/B09XQVCZ8B/B0C4GS3QJD,"1,948,171","1,528",41,2.74%,"38,165",610,1,0,496,3.1,5,17.00%,0.00%,,-,B071LGZ66P,6.80%,0.00%,B0942X45Y3,5.70%,0.00%,B0728BNL9X,4.60%,0.00%,"B0942X45Y3,B089MQNZ41,B07CZC664D,B082BGFBKJ,B08875T7XG,B0874WPW3F,B0C12XJ159,B09WCR8S2R,B093M9HWD8,B09JKXVQXP","Shorts, Under Armour"
under armour shorts for men 7 inch,7 英寸男士防弹短裤,,,SP广告词,0,1,B0C4GS3QJD,"1,241,725","1,747",53,3.07%,"39,024",778,2,0,214,8.2,24,26.30%,5.90%,,-,B09X6JC4PM,14.10%,2.00%,B0C12XJ159,7.50%,2.00%,B093MJ3S5Z,4.70%,2.00%,"B0C12XJ159,B0CJWBL9WV,B09WCWTHXR,B0C12L1STL,B0C1327GQ7,B082BFSFP1,B07PPXVN3Y,B00KXIN02O,B0BGW2VBXR,B09X6R2FCS","Shorts, Under Armour"
under armour running shorts for men,,,,自然搜索词,0,1,B01AK7Y102,,,,,,,,,178,,5,,,,-,,,,,,,,,,,"Shorts, Running, Under Armour"
under armour raid 2.0 shorts men,Under Armour Ra??id 2.0 男式短裤,,,SP广告词,0,1,B0BFDRQLNC,"1,892,168",881,30,3.46%,"24,604",340,1,0,73,12.1,24,28.80%,0.00%,,-,B0874WJJGD,10.20%,0.00%,B0874WPW3F,10.20%,0.00%,B00KWKBDG8,8.50%,0.00%,"B0874WPW3F,B00KWKBDG8,B082BGKDV1,B093LWYT2L,B08875T7XG,B09WCR8S2R,B07CZDPVRJ,B089HC84SM,B07Z8G82CK,B07CY45FJD","Shorts, Under Armour"
under armour prime deals,,,,自然搜索词,0,1,B0B4RQCZR1,,,,,,,,,592,,7,,,,-,,,,,,,,,,,"Prime, Under Armour"
under armour plus size shorts,,,,视频广告词,0,1,B0BFDTMBGP,,,,,,,,,0,,0,,,,-,,,,,,,,,,,"Shorts, Under Armour"
under armour phantom 1,,,,视频广告词,0,1,B0BFDTMBGP,"1,653,591",451,13,3.10%,"11,865",223,1,0,15,30.1,4,34.20%,0.00%,$0.73 ,$0.55 - $0.92,B096W9FPT7,15.80%,0.00%,B0969G79BY,10.50%,0.00%,B09MG4YH6Y,7.90%,0.00%,"B096W9FPT7,B0BGQNQSHY,B09MMNKHHR,B0B8F3GQWQ,B0CFF4171H,B0BZXYK526,B0BN1N2622,B0CKTMF7PS,B0BQVNTF2H,B0BZXMSWXM",Under Armour
under armour mens tech mesh shorts,,,,自然搜索词,0,1,B01AK7Y102,,,,,,,,,0,,0,,,,-,,,,,,,,,,,"Mesh, Shorts, Under Armour"
under armour men's shorts,under armour男士短裤,,,自然搜索词,0,1,B01AK7Y102,"1,075,190","1,394",44,3.18%,"41,018",625,1,0,661,2.1,11,12.40%,4.60%,$1.00 ,$0.66 - $2.02,B0C12XJ159,4.90%,1.50%,B09X6JC4PM,3.90%,0.00%,B093MH7CRF,3.60%,3.10%,"B093MH7CRF,B0C12XJ159,B082BFSFP1,B0C13BX8CQ,B0C12RDLCP,B07CZJCTGQ,B0942VLLMR,B07CZHT6VC,B093LW24H2,B07PNRZSSK","Shorts, Under Armour"
under armour loose shorts men,,,,SP广告词,0,1,B0BFDTMBGP,,,,,,,,,370,,6,,,,-,,,,,,,,,,,"Shorts, Under Armour"
under armour lockdown 7,,,,视频广告词,0,1,B0BFDTMBGP,"1,434,414",762,21,2.77%,"18,514",351,1,0,61,12.5,4,38.90%,0.00%,,-,B0CJT1DCD4,16.70%,0.00%,B0CJSVV1T6,14.80%,0.00%,B09PPM4CPF,7.40%,0.00%,"B0CJT8BW6B,B09PPM4CPF,B0CJSTHWFY,B0CJTC1P28,B0CJT9KT4M,B09PPSZLS1,B0BGQMWNNV,B0BGQPZDS2,B0BGQP1GBP,B08177V3RC",Under Armour
under armour hunting clothes for men,男士盔甲狩猎服,,,视频广告词,0,1,B0BFDTMBGP,"1,241,720","1,184",175,14.83%,"30,334",453,4,0,915,1.3,5,22.90%,0.00%,$0.54 ,$0.43 - $1.02,B0D5BNXF4S,8.20%,0.00%,B0C62SWSBJ,7.80%,0.00%,B07YP87LXN,7.00%,0.00%,"B07YP87LXN,B08LNXL9KQ,B08GLLDRSN,B0BGW63HZR,B09WJGGV2N,B093K1YBT7,B086RSWG8X,B07YXLN568,B09JJRCWVQ,B09JNJZSXY",Under Armour
under armour heatgear shorts men,,,,自然搜索词,0,1,B09XQVCZ8B,,,,,,,,,148,,5,,,,-,,,,,,,,,,,"Shorts, Under Armour"
under armour heat gear shorts mens,Under Armour Heat Gear短裤男士,,,自然搜索词,0,1,B09XQVCZ8B,"1,948,160",522,15,3.06%,"12,560",212,1,0,789,0.7,8,22.00%,0.00%,$0.66 ,$0.40 - $1.32,B09X6JC4PM,12.20%,0.00%,B085TRHMJ1,4.90%,0.00%,B09N3L2LZK,4.90%,0.00%,"B0874WPW59,B08LNYDVC2,B07PMTLHHP,B089T6LR9X,B09WD3TM3D,B089MPC471,B0C12L95VD,B085TRHMJ1,B093M9912Y,B0C8BCGXTM","Shorts, Under Armour"
under armour gym shorts men,,,,自然搜索词,0,2,B01AK7Y102/B0C4GS3QJD,,,,,,,,,315,,7,,,,-,,,,,,,,,,,"Shorts, gym, Under Armour"
under armour gym shorts,Under Armour 运动短裤,,,自然搜索词,0,2,B01AK7Y102/B09XQVCZ8B,"1,536,082",905,27,3.10%,"22,786",404,1,0,437,2.1,7,18.30%,0.00%,$1.50 ,$1.36 - $1.88,B08872FXKR,8.30%,0.00%,B082BH9758,5.00%,0.00%,B0874WPW3F,5.00%,0.00%,"B0874WPW3F,B0728BNL9X,B08875T7XG,B082BGKDV1,B07CZC664D,B0C12XJ159,B089HC84SM,B093LV4DT1,B09X6J9T51,B0874W7Z8D","Shorts, gym, Under Armour"
under armour cotton shorts men,,,,SP广告词,0,2,B00AKSCXEI/B0C4GS3QJD,,,,,,,,,698,,27,,,,-,,,,,,,,,,,"Cotton, Shorts, Under Armour"
under armour athletic shorts men,Under Armour 运动短裤 男士,,,自然搜索词,0,1,B01AK7Y102,"1,434,407","1,256",188,15.01%,"30,825",536,5,0,613,2.1,15,14.10%,7.70%,$0.86 ,$0.53 - $1.72,B089MPC471,5.60%,7.70%,B088749C78,4.20%,0.00%,B089MQJWYP,4.20%,0.00%,"B07CZJCTGQ,B082BH9758,B0C12L95VD,B089MPC471,B093M9HWD8,B088749C78,B0CJWBL9WV,B0943B4S44,B078BDT81N,B0874W7Z8D","Athletic, Shorts, Under Armour"
under armor shorts men,Under Armor 短裤 男士,,,自然搜索词,0,1,B0BFDSVMPF,"1,132,016","1,424",207,14.56%,"30,895",673,5,0,648,2.2,6,14.00%,4.70%,$1.13 ,$0.86 - $1.41,B0C12XJ159,7.20%,2.30%,B089MPC471,3.80%,0.00%,B082BFSFP1,3.10%,2.30%,"B0872DYSTQ,B0C12S3M55,B082BFSFP1,B089MPC471,B0874WPW3F,B07CZJ4F29,B07PMTLHHP,B08875KHBB,B0872DDZ5Z,B093LW24H2",Shorts
under armor running shorts men,Under Armor跑步短裤男士,,,SP广告词,0,1,B09P3T8X61,"2,449,122",307,9,2.96%,"8,685",138,1,0,478,0.6,14,25.70%,0.00%,$1.40 ,$1.05 - $1.75,B0C12XJ159,14.30%,0.00%,B08BNQFZJP,5.70%,0.00%,B093MCL29Z,5.70%,0.00%,"B0C12XJ159,B0C12P8YGH,B089MPC471,B09X6JF299,B0874VJ7DF,B09JKYBKPT,B08BNK9VGK,B0874WPW3F,B093MCL29Z,B0C12YHD58","Shorts, Running"
under armor mens shorts athletic,,,,自然搜索词,0,1,B09P3T8X61,,,,,,,,,113,,7,,,,-,,,,,,,,,,,"Athletic, Shorts"
under armor gym shorts for men,under armor男士运动短裤,,,自然搜索词,0,1,B0BFDSVMPF,"1,838,917",477,14,2.99%,"13,339",208,1,0,264,1.8,24,20.50%,0.00%,$1.36 ,$1.15 - $1.83,B0C12XJ159,7.70%,0.00%,B0D91B2JYY,7.70%,0.00%,B07SM96ZXL,5.10%,0.00%,"B0874WPW3F,B082BH9758,B0728BNL9X,B089MPC471,B09X6JF299,B08875T7XG,B0BGVTPZ3H,B0C12S3M55,B07YXN2WF8,B00KUL0W1G","Shorts, gym"
under armor casual shorts for men,,,,自然搜索词,0,1,B0BFDSVMPF,,,,,,,,,0,,0,,,,-,,,,,,,,,,,"Shorts, Casual"
under armor basketball shorts men,安德玛篮球短裤男士,,,自然搜索词,0,1,B00AKSCXEI,"1,653,571",990,34,3.53%,"26,475",386,1,0,244,4.1,7,18.80%,18.20%,,-,B082BF9H3M,9.40%,18.20%,B0874WJJGF,4.70%,0.00%,B0874WPW3F,4.70%,0.00%,"B082BFSFP1,B0874WPW3F,B077XP82NT,B07BPLHK9T,B0887BQ9HD,B07CZDPVRJ,B0C137DM9Q,B089MPC471,B09WCR8S2R,B0C12FKWG8","Basketball, Shorts"
ultra performance mens 5 pack athletic running shorts,超性能男式5包运动跑步短裤,,,自然搜索词,0,1,B08JGBB9N1,"1,788,873","1,314",41,3.15%,"34,379",570,1,1,157,8.4,9,28.50%,8.30%,,-,B08LTBLD95,14.20%,4.80%,B0BQT4KHWT,7.30%,0.00%,B08LT9MJM2,6.90%,3.60%,"B08LTBLD95,B08LTC53FR,B0BNW23GRN,B0D2S27H8K,B09P21L4V3,B0BNW2RFHK,B0BNW4VZPK,B0BNWB1GPK,B0CT65T479,B07NDPRYKM","Athletic, Pack, Running, Performance, Ultra Performance, Shorts"
ua mens shorts,ua 男士短裤,,,自然搜索词,0,1,B09XQVCZ8B,"1,612,540","1,377",37,2.74%,"40,305",613,1,0,381,3.6,7,32.50%,0.00%,$1.33 ,$1.00 - $1.65,B077XNL1P1,14.50%,0.00%,B077XNNWN8,12.10%,0.00%,B0BZ8CRQ81,6.00%,0.00%,"B077XP82NT,B07CZBPDZB,B082BFSFP1,B089MMKSCK,B089MQNZ41,B08LNYXB15,B093LV4DT1,B078BDT81N,B0C12L1STL,B07PNRZSSK",Shorts
tsla shorts men,tsla 短裤 男士,,,视频广告词,0,1,B0BFDTMBGP,"1,241,509","1,346",88,6.61%,"36,352",620,2,0,408,3.3,5,24.30%,0.00%,$1.01 ,$0.76 - $1.25,B09KZ98DQP,11.00%,0.00%,B09H2PNX2W,7.40%,0.00%,B07HRGF555,5.90%,0.00%,"B09H6GJR72,B0BRM7N6VG,B07HRGF555,B09H2PNX2W,B08NB1HTM9,B07X8MCMLQ,B0CS61LQYT,B0BDDLT5XR,B0BVMBD52D,B0BFDVJ414",Shorts
trump shorts for men,,,,自然搜索词,0,1,B09P3T8X61,,,,,,,,,607,,0,,,,-,,,,,,,,,,,Shorts
training shorts mens,,,,自然搜索词,0,1,B09P3T8X61,,,,,,,,,0,,10,,,,-,,,,,,,,,,,"Shorts, Training"
training shorts men 7 inch,,,,自然搜索词,0,1,B09P3T8X61,,,,,,,,,0,,0,,,,-,,,,,,,,,,,"Shorts, Training"
tony hawk shorts,托尼-霍克短裤,,,品牌广告词,0,1,B0BLKN87V4,"1,837,838",584,19,3.40%,"14,163",291,1,0,110,5.3,5,43.20%,0.00%,$1.12 ,$0.85 - $1.40,B08XMYBLTL,27.30%,0.00%,B0CHFXC5PK,11.40%,0.00%,B08XMZY37B,4.60%,0.00%,"B0BYFC5KFX,B0CHFXC5PK,B08TTCPZDF,B08XMYBLTL,B0BLKKD5GG,B09N3LQVX9,B07S7W5DMP,B08YNNK6GS,B0BFDTRNNR,B0BYFNXPMB",Shorts
three pack high waisted nylon workout shorts,,,,SP广告词,0,1,B09P3T8X61,,,,,,,,,0,,46,,,,-,,,,,,,,,,,"Pack, Nylon, High Waist, Workout, Shorts"
thin shorts men,薄短裤男,,,自然搜索词,0,2,B00AKSCXEI/B09T3QHVVM,"2,204,543",140,4,3.07%,"4,191",69,1,0,"45,312",0,0,20.70%,14.30%,$1.35 ,$1.00 - $1.69,B0151E6PB2,6.90%,14.30%,B0151E6OVI,6.90%,0.00%,B09T3RL8CN,6.90%,0.00%,"B0151E6PB2,B09T3QHVVM,B0728KK8VK,B07NDP7ZTX,B08JGC1D2G,B08D2TC7BT,B0CRRDY4Q3,B085NF55WL,B01ES41BW4,B0C27G2172","Shorts, Thin"
thick shirts with graphic for men,,,,SP广告词,0,1,B09WMZR2XM,,,,,,,,,0,,110,,,,-,,,,,,,,,,,"Thick, Graphic"
the weejee man,,,,SP广告词,0,1,B0BFDVPFKX,,,,,,,,,0,,0,,,,-,,,,,,,,,,,Man
the short,短的,,,自然搜索词,0,2,B01AK7Y102/B08JGBB9N1,"1,739,730",421,14,3.51%,"8,989",197,1,0,"105,506",0,1,89.20%,0.00%,$0.23 ,$0.18 - $0.30,B086PBXRXB,51.40%,0.00%,B01995O5OS,32.40%,0.00%,B019969US8,5.40%,0.00%,"B086PJ7T4W,B019969US8,B0CRHF41F7,B01JQTN8SQ,B07YP9TWCX,B078VZGQH7,B0723CZCQT,B08JGBB9N1,B009CTUGZ4,B016Y826EE",Short
the running man 4k,奔跑的人 4k,,,视频广告词,0,1,B0BFDTMBGP,"1,739,713",764,22,2.94%,"17,647",320,1,0,22,34.7,0,100.00%,100.00%,$0.20 ,$0.18 - $0.21,B0BXN1TLPQ,72.20%,75.00%,B0CPM4TH1X,27.80%,25.00%,,0.00%,0.00%,"B0BXN1TLPQ,B0CPM4TH1X,B0BQ99L756,B0B1QF72GJ,B0BRTHX8W1,B00AKGG828,B00AKGG6XY,B0B9YT2K4V,B002XUBDZ6,B07PMLWXWJ","Running, Man"
the mens shorts,,,,自然搜索词,0,1,B0C1365SJV,,,,,,,,,0,,0,,,,-,,,,,,,,,,,Shorts
the gym people womens high waisted running shorts,,,,视频广告词,0,1,B0BFDTMBGP,,,,,,,,,754,,17,,,,-,,,,,,,,,,,"Running, gym, High Waist, Shorts, people"
tennis apparel men,男式网球服装,,,SP广告词,0,1,B0C4GV51WK,"1,889,434",688,25,3.66%,"15,321",340,1,0,"4,781",0.1,6,21.50%,0.00%,$1.24 ,$0.93 - $1.54,B0C664PFY5,9.80%,0.00%,B077XN6789,5.90%,0.00%,B091F4LQWS,5.90%,0.00%,"B077XN6789,B0748VNM37,B07W1NNMLW,B0BQDYX8GM,B09XLMJ3XX,B0BJ6JYSWY,B08WTCXHGH,B0BHMYCVGW,B09XM2XX1R,B0CBQJBPDQ",Tennis
tek gear drytek for men,,,,自然搜索词,0,1,B08JGBB9N1,,,,,,,,,0,,17,,,,-,,,,,,,,,,,
teen boys shorts size 14-16,14-16码的青少年男孩短裤,,,自然搜索词,0,1,B0C4GV51WK,"2,132,536",501,16,3.20%,"11,856",240,1,0,708,0.7,4,22.50%,9.10%,$1.16 ,$0.81 - $1.39,B0B8QM82B5,12.50%,9.10%,B07WWYNTKP,5.00%,0.00%,B0859BLT4T,5.00%,0.00%,"B01FKZROSA,B0BBRLL6NF,B07WWYNTKP,B07RMKP73M,B0C12J84XJ,B01AWZRXK2,B0C7Z853CR,B0BQMDTNSX,B07MX161RM,B09SY7VTN3","Teen, Shorts"
tech for men,,,,视频广告词,0,1,B0BFDTMBGP,,,,,,,,,"43,487",,21,,,,-,,,,,,,,,,,
tear away shorts for men,撕掉男士短裤,,,自然搜索词,0,1,B08JGBB9N1,"1,092,348","1,481",43,2.96%,"33,601",670,1,19,453,3.3,1,33.60%,4.90%,$1.85 ,$1.19 - $2.11,B0B5XQJBHM,17.70%,2.40%,B0BJDWLZLT,9.70%,2.40%,B0BQF6LWKZ,6.10%,0.00%,"B0BJF31LVM,B0B5XQJBHM,B0CTPSDLJJ,B09PRD6D5Y,B0BNGGVPTQ,B0CXHM4RZ2,B0CHXRL8SQ,B0C5MJLTPG,B0CFFJLP7N,B085SYX2QS",Shorts
tapout shorts,短裤,,,自然搜索词,0,1,B08JGBB9N1,"1,786,317",523,13,2.55%,"11,409",211,1,0,127,4.1,9,39.00%,0.00%,$0.93 ,$0.69 - $1.15,B0931ZZS8F,26.80%,0.00%,B07V67DYX5,7.30%,0.00%,B00ECNYRS2,4.90%,0.00%,"B087F2XQ4M,B07NDP7ZTX,B09VT7HYBB,B00ECNYRS2,B0723CZCQT,B0768K2YR9,B0BFDVJ414,B09MKMXMWN,B07V67DYX5,B0BLKM55N3",Shorts
tall shorts for men,男士高短裤,,,自然搜索词,0,1,B00AKSCXEI,"1,693,995",710,20,2.94%,"17,736",271,1,2,"44,519",0,16,17.30%,0.00%,$1.14 ,$0.86 - $1.44,B082TJ2RNH,7.70%,0.00%,B08CBTS72X,5.80%,0.00%,B00AKSCXEI,3.90%,0.00%,"B082TJ2RNH,B077SP15PG,B08JG3T2SY,B00EC87YQY,B00PI5FL1A,B089GTSLP5,B01IT4UQO8,B0BFDVJ414,B01AK7ZK7A,B0CRZ8TSYQ","Tall, Shorts"
tall mens shorts,男士短裤,,,自然搜索词,0,1,B00AKSCXEI,"1,316,128","1,529",39,2.58%,"32,285",602,1,0,"44,526",0,9,10.20%,2.00%,$1.15 ,$0.87 - $1.45,B082TJ8LV6,5.10%,2.00%,B009CTUBGS,2.90%,0.00%,B08W5KW753,2.20%,0.00%,"B082TJ8LV6,B077SP15PG,B00EC87YQY,B00PI5FL1A,B089GTSLP5,B01AK7ZK7A,B009CTUBGS,B08JG3T2SY,B01IT4UQO8,B005SW88TU","Tall, Shorts"
takedown shorts,短裤,,,自然搜索词,0,1,B0BFF67H1W,"1,533,881",688,20,2.96%,"14,611",270,1,0,102,6.8,8,17.60%,0.00%,$0.87 ,$0.64 - $1.09,B08DKHGBQH,5.90%,0.00%,B08M3CWCKH,5.90%,0.00%,B08M3G9ZTR,5.90%,0.00%,"B07NSR96WZ,B01K5FEYG0,B08M38MFHH,B0CH41GTW1,B08DC6MMC6,B09C2M13D5,B0CWKPHB2F,B07WHQPRVC,B016XS4CO2,B0CGRM8JJQ",Shorts
tagless polo,,,,SP广告词,0,1,B0BFDSVMPF,,,,,,,,,0,,0,,,,-,,,,,,,,,,,
syrinx,,,,SP广告词,0,1,B0C4GQTCJK,,,,,,,,,0,,36,,,,-,,,,,,,,,,,
sweat pant shorts mens,运动裤短裤男士,,,SP广告词,0,1,B00AKSCXEI,"1,533,645",602,15,2.61%,"15,606",259,1,0,"11,098",0.1,24,17.80%,7.70%,$1.74 ,$1.07 - $2.35,B00M0QFMSW,8.90%,0.00%,B08SQXB1FG,4.40%,7.70%,B00AKSCYBU,4.40%,0.00%,"B07F2MLBDP,B0151E6TM2,B00M0QFGRY,B00AKSCYBA,B0BB883KN5,B08VHNZPTV,B07GXZBV2V,B000MND7GO,B09DCVRMX6,B0CPW8VG2B",Shorts
suwangi,,,,SP广告词,0,1,B0C4GQTCJK,,,,,,,,,0,,111,,,,-,,,,,,,,,,,
surenow,,,,SP广告词,0,2,B0BFDRQLNC/B0BFDVPFKX,,,,,,,,,149,,95,,,,-,,,,,,,,,,,
summer wear for men,男士夏季服装,,,SP广告词,0,1,B0C4GV51WK,"1,650,648",928,27,2.96%,"23,560",354,1,0,510,1.8,13,18.00%,0.00%,$0.86 ,$0.64 - $1.08,B0BRSMNMXZ,6.60%,0.00%,B0C22WF5NF,6.60%,0.00%,B0CN978G8G,4.90%,0.00%,"B0CL6V2Y17,B0BRSMNMXZ,B0C22WF5NF,B0CMH23KSN,B07VYG39HV,B08FHQVRH8,B0CP1SNP79,B0CNWZQKY8,B0CPDKR22Q,B075JMFR6Z",Summer
summer vest for men lightweight,,,,SP广告词,0,1,B0BFDVPFKX,,,,,,,,,"4,526",,0,,,,-,,,,,,,,,,,"Vest, Lightweight, Summer"
summer shorts for men 2024,,,,自然搜索词,0,1,B00AKSCXEI,,,,,,,,,"3,330",,5,,,,-,,,,,,,,,,,"Shorts, Summer"
summer breathable lightweight athletic shorts,,,,自然搜索词,0,1,B09P3T8X61,,,,,,,,,0,,0,,,,-,,,,,,,,,,,"Athletic, Lightweight, Breathable, Summer, Shorts"
substantial clothing mens,,,,自然搜索词,0,1,B0CHMN8TDS,,,,,,,,,0,,0,,,,-,,,,,,,,,,,Clothing
stylish shorts for men,男士时尚短裤,,,自然搜索词,0,2,B0BFDTMBGP/B0C1365SJV,"1,693,283",585,17,2.91%,"14,626",271,1,0,"16,897",0,4,13.70%,0.00%,$1.60 ,$1.20 - $2.00,B0BRSJMRLX,4.60%,0.00%,B0C2TV2NLL,4.60%,0.00%,B0CNPM6KMM,4.60%,0.00%,"B0C1MTVGJL,B075WKGMZC,B0B7MRMR36,B0CNPLW9B8,B0BRSNK864,B016Y8293C,B09N8PKWXR,B07FHBPYYV,B0C5QRF4JL,B0BYDGB65W","Stylish, Shorts"
stretchy shorts men,弹力短裤男士,,,自然搜索词,0,1,B08JGBB9N1,"1,570,798","1,375",47,3.44%,"31,481",651,2,0,"5,372",0.3,15,12.80%,2.50%,$1.34 ,$1.09 - $1.60,B016Y826EE,6.80%,2.50%,B078W113QW,3.20%,0.00%,B077RTN23Y,2.90%,0.00%,"B016Y826EE,B07HNWNXPL,B07HNWC5LC,B078W113QW,B08JGBB9N1,B0BQR24NV5,B0CLCV4SN8,B0BYZDM167,B0151E6OUY,B075MYDWW1","Shorts, Stretch"
stretchy shorts for men,男士弹力短裤,Y,,AC推荐词,0,1,B08JGBB9N1,"2,201,620",663,19,2.98%,"15,054",292,1,0,"14,490",0.1,4,14.30%,0.00%,$2.26 ,$1.70 - $2.83,B078W113QW,6.10%,0.00%,B016Y826EE,4.10%,0.00%,B07HNWC5LC,4.10%,0.00%,"B08JGBB9N1,B07HNWC5LC,B016Y826EE,B07HNWNXPL,B078W113QW,B092DW6VSK,B0CLCV4SN8,B0BYZDM167,B075MYDWW1,B0151E6OUY","Shorts, Stretch"
stretchactive,,,,SP广告词,0,1,B0C4GQTCJK,"1,835,222",634,17,2.80%,"14,172",252,1,84,323,2,81,40.40%,0.00%,$1.35 ,$0.89 - $1.87,B0D4HZM3GQ,23.40%,0.00%,B0CYZXV2RV,8.50%,0.00%,B0D795DYQV,8.50%,0.00%,"B0CYZPW19L,B0CSV7FCW8,B0D3F46NV6,B0CXQ48TKP,B0D4HY9MSS,B0D3F5D743,B0D1286LLX,B0D1FMQ4B2,B0CYGZF2Y3,B0D49DTD64",Stretch
stretch gym shorts men,,,,自然搜索词,0,1,B09P3T8X61,"1,943,814",789,25,3.26%,"19,256",373,1,0,"5,123",0.2,1,14.50%,13.30%,$1.51 ,$1.25 - $1.94,B09PQK4FFW,5.50%,6.70%,B08PYNVKW1,5.50%,0.00%,B0723CZCRJ,3.60%,6.70%,"B08PYNVKW1,B0728KK8VK,B09PYSSR6D,B0942ZZYV9,B09LTQWRV7,B085NF55WL,B07H5Q7BNT,B092DW6VSK,B0151E6WTW,B09PQCXZ22","Shorts, gym, Stretch"
starter shorts for men,男士入门短裤,Y,,自然搜索词/AC推荐词,0,1,B08JGBB9N1,"1,263,854","1,443",165,11.46%,"36,774",565,4,0,247,5.8,5,20.10%,2.20%,$1.26 ,$0.94 - $1.59,B0D2RZSZPT,8.90%,2.20%,B0D2RXWB1X,6.90%,0.00%,B0D2RXML7K,4.30%,0.00%,"B0D2RZSZPT,B08JGBB9N1,B01ES415H0,B08JTQP6VY,B00KUL0W1G,B00719Z742,B0CRHF41F7,B0058CUG40,B072JBQRLG,B0036OS6LW",Shorts
starter shorts,起步短裤,,,自然搜索词,0,2,B08JGBB9N1/B09XQVCZ8B,"1,239,646","1,146",31,2.72%,"31,219",470,1,0,410,2.8,6,22.10%,0.00%,$1.10 ,$0.80 - $1.26,B0D2RZSZPT,13.20%,0.00%,B00719ZCS8,4.40%,0.00%,B0D2RXML7K,4.40%,0.00%,"B0D2RZSZPT,B00719ZB34,B08JTQP6VY,B00KUL0W1G,B0723CZCQT,B0036OS6LW,B08JGBB9N1,B08D2PB97C,B0058CUG40,B07CZHT6VC",Shorts
spyder shorts,骑士短裤,,,自然搜索词,0,1,B01AK7Y102,"1,022,615","2,054",63,3.07%,"43,084",993,2,0,163,12.6,5,15.60%,0.00%,$1.00 ,$0.76 - $1.16,B0CZHYY1QB,5.80%,0.00%,B0CW1ZHD42,5.10%,0.00%,B0BHS9VYVV,4.80%,0.00%,"B0CW1ZHD42,B0CW2345F6,B0CYV87DWR,B0CPLWWP9R,B0BT65L5VP,B0CLJKDB2W,B0BT66VT4D,B0D7W9R2B8,B0BT5R2BJ3,B0CQRX76SZ",Shorts
